Name,baf,avg_beef,raf,avg_reef,evo1_beef,evo2_beef,evo2_reef,evo3_beef,evo3_reef
cheat,12.34,14.333333333333334,5.75,10.0,12.0,14.0,8.0,17.0,12.0
